application_id,term,program,major,country,uni_tier,cgpa_10,gre_total,gre_aw,toefl,ielts,work_exp_years,internships,projects,research_exp,publications,sop_score,lor_score,portfolio_score,interview_score,gender,income_bucket,first_gen,chance_of_admit,admit_label
6408,Spring 2026,MTech,Mech,Chile,Tier3,7.38,289,4.0,84,8.5,1.6,0,2,False,1,5.0,3.5,2.5,3.5,Male,Middle,True,0.6779,0
6409,Spring 2025,MS,Civil,Singapore,Tier2,6.58,278,4.5,100,,2.0,1,3,False,0,2.5,3.0,2.5,2.5,Male,Low,False,0.5446,0
6410,Fall 2025,MS,Civil,Chile,Tier3,7.02,282,5.5,97,6.5,2.4,1,1,False,0,4.0,3.0,3.5,3.5,Female,Middle,False,0.5823,1
6411,Fall 2025,MS,ECE,Netherlands,Tier3,9.18,336,2.5,81,6.5,2.0,0,1,True,0,3.5,3.5,2.5,3.5,Male,Low,False,0.8961,1
6412,Fall 2024,MTech,DS,Indonesia,Tier2,7.67,286,5.0,98,,1.1,0,5,False,0,3.5,3.0,3.0,4.0,Male,Middle,False,0.6928,0
6413,Fall 2024,MBA,Econ,Spain,Tier3,6.7,281,4.0,78,,0.5,0,1,False,0,2.5,3.5,2.5,4.0,Male,Middle,False,0.5651,1
6414,Spring 2025,MBA,ECE,Poland,Tier2,7.32,293,3.0,111,7.5,1.0,0,4,False,0,3.0,2.0,3.5,3.0,Male,High,False,0.718,1
6415,Spring 2026,MTech,Finance,Egypt,Tier1,6.16,271,3.5,73,7.0,0.0,0,5,False,1,4.0,3.0,2.5,2.5,Female,Middle,False,0.5137,1
6416,Spring 2026,MS,Civil,France,Tier3,6.69,291,3.0,92,6.0,4.5,3,3,False,0,3.5,4.5,3.5,2.0,Female,Middle,True,0.6374,1
6417,Spring 2025,MTech,Civil,Australia,Tier2,8.82,304,4.5,84,,6.0,0,1,False,1,4.0,4.0,3.5,3.5,Male,Middle,False,0.8088,0
6418,Spring 2025,MS,CS,Qatar,Tier2,7.47,301,3.0,112,,5.0,1,2,False,0,4.5,4.5,3.0,3.5,Non-binary,Low,False,0.8029,1
6419,Spring 2025,MS,Mech,United Kingdom,Tier2,9.3,315,5.5,78,6.5,3.3,1,3,False,0,4.5,3.5,1.5,4.0,Female,Low,True,0.8595,1
6420,Fall 2025,MS,ECE,Germany,Tier1,7.51,291,4.5,120,,3.1,0,5,False,0,4.0,3.5,3.0,3.0,Female,High,True,0.7703,0
6421,Fall 2025,MS,Finance,Sweden,Tier1,7.57,283,4.0,89,7.0,2.4,2,2,False,0,3.5,3.5,3.5,2.5,Female,High,True,0.625,1
6422,Fall 2024,MBA,ECE,United Arab Emirates,Tier2,8.18,304,2.5,89,,2.3,1,6,False,0,4.0,3.0,1.0,2.5,Female,Low,True,0.7918,1
6423,Spring 2025,MS,Mech,Australia,Tier2,5.5,260,2.5,100,,1.3,1,8,False,0,3.5,4.0,3.5,3.0,Male,Middle,False,0.5452,1
6424,Spring 2026,MS,Finance,Japan,Tier2,7.78,317,4.0,96,,0.9,1,4,False,0,2.5,4.0,4.0,4.0,Non-binary,Middle,False,0.7342,1
6425,Spring 2026,MTech,Mech,Ukraine,Tier2,7.56,299,4.0,85,7.0,0.0,1,0,True,0,3.0,2.5,2.0,1.5,Male,Low,True,0.6567,1
6426,Spring 2025,MBA,Mech,United States,Tier1,8.94,326,5.0,88,,1.9,1,3,False,1,5.0,4.5,1.0,2.5,Female,High,True,0.857,1
6427,Fall 2024,MS,ECE,China,Tier2,8.47,302,1.5,89,,1.6,0,3,True,1,3.0,4.5,3.0,3.5,Male,Low,False,0.7622,1
6428,Fall 2024,MBA,Bio,Japan,Tier3,6.58,287,3.0,85,7.5,2.1,1,4,False,0,2.5,4.0,3.5,3.5,Male,Middle,False,0.643,1
6429,Spring 2026,MS,DS,Indonesia,Tier3,8.72,334,5.0,108,,2.8,0,3,False,0,4.5,4.0,3.5,2.5,Male,Middle,True,0.8999,0
6430,Fall 2025,MBA,DS,Malaysia,Tier2,7.36,302,3.5,96,7.0,2.2,2,2,False,0,4.0,3.5,3.0,4.0,Male,Middle,True,0.6855,1
6431,Spring 2025,MS,ECE,Argentina,Tier1,6.79,270,3.5,98,,2.2,0,1,False,0,3.0,3.5,3.0,4.0,Male,Middle,False,0.5871,1
6432,Spring 2025,MBA,Finance,Pakistan,Tier3,7.78,296,2.5,90,,0.8,1,2,True,1,4.5,3.5,4.0,4.0,Male,Middle,False,0.7589,1
6433,Fall 2025,MBA,DS,Russia,Tier3,7.42,295,5.0,102,,1.9,2,2,False,0,3.0,3.5,3.5,3.0,Female,Middle,False,0.6362,0
6434,Spring 2025,PhD,DS,Brazil,Tier2,8.98,316,4.0,88,,2.4,3,6,False,0,2.0,4.5,2.5,3.0,Male,Low,False,0.8762,1
6435,Spring 2025,MS,CS,Canada,Tier3,7.91,328,5.0,87,,0.8,1,3,False,1,4.0,2.5,3.0,2.5,Female,Middle,True,0.8366,1
6436,Fall 2024,MS,DS,Turkey,Tier3,7.79,296,5.5,88,,1.3,2,3,False,0,4.0,3.0,4.5,2.5,Male,High,True,0.5813,1
6437,Spring 2025,MS,DS,United Kingdom,Tier3,8.41,311,5.5,113,8.0,0.0,1,3,True,1,4.0,4.0,3.0,3.0,Non-binary,Low,True,0.8274,1
6438,Spring 2026,MS,Bio,Brazil,Tier2,8.58,309,4.0,89,6.0,5.3,2,1,False,2,4.5,3.0,3.5,4.0,Female,Middle,False,0.793,1
6439,Spring 2026,MTech,Finance,Philippines,Tier2,8.31,312,3.5,90,8.0,0.0,2,4,True,1,3.5,3.5,2.5,2.5,Female,High,False,0.7164,1
6440,Fall 2024,MS,Finance,Kenya,Tier1,8.88,334,3.5,101,7.5,3.1,0,5,False,0,3.5,3.0,3.0,4.5,Male,Middle,False,0.8864,1
6441,Spring 2025,MS,DS,Argentina,Tier2,8.15,308,6.0,94,6.5,2.9,1,0,True,0,3.0,3.5,2.5,3.5,Male,Low,False,0.7364,1
6442,Fall 2024,MS,DS,New Zealand,Tier2,7.75,298,4.0,82,7.0,0.5,3,4,False,0,4.0,3.5,3.5,4.5,Female,Middle,False,0.5968,1
6443,Fall 2024,MS,ECE,India,Tier3,8.72,306,5.0,81,8.0,3.5,0,0,True,1,4.5,4.0,3.5,3.5,Female,Middle,False,0.8138,0
6444,Fall 2025,MS,ECE,Argentina,Tier2,7.52,308,4.5,105,6.0,2.7,1,3,False,1,3.0,3.5,3.5,3.5,Male,High,False,0.8051,1
6445,Spring 2026,MS,Finance,Poland,Tier2,7.63,296,3.5,80,8.0,0.0,0,3,False,0,3.0,3.5,5.0,3.0,Male,Middle,False,0.6636,0
6446,Spring 2026,MS,Finance,Chile,Tier2,9.15,323,4.0,108,,1.2,1,5,False,0,3.5,4.0,3.5,3.5,Female,Middle,False,0.8713,1
6447,Spring 2025,MBA,DS,Thailand,Tier2,9.06,300,5.5,89,,1.1,1,3,False,2,3.5,2.5,2.5,4.0,Male,Middle,False,0.8528,0
6448,Spring 2025,MS,CS,Italy,Tier2,7.59,296,4.0,67,8.0,2.7,1,5,False,0,2.0,2.5,4.5,3.0,Female,Middle,False,0.6825,1
6449,Fall 2024,MTech,CS,India,Tier2,7.19,286,3.5,101,6.5,2.9,0,3,False,0,4.5,4.5,3.0,1.5,Female,Middle,False,0.7011,1
6450,Fall 2025,MS,CS,India,Tier3,8.92,302,3.5,105,,0.8,1,0,False,0,3.5,3.0,2.0,3.0,Male,Middle,False,0.7461,1
6451,Spring 2025,MS,ECE,Spain,Tier2,8.32,320,4.5,104,,2.7,0,2,False,0,4.0,3.5,2.0,4.5,Male,Middle,True,0.7754,1
6452,Fall 2024,MBA,ECE,Thailand,Tier2,7.88,297,3.5,89,,1.4,0,5,False,0,4.0,3.0,1.5,3.5,Male,Low,False,0.7765,1
6453,Fall 2024,MS,Finance,Italy,Tier2,7.31,311,4.5,92,,2.3,0,2,False,1,2.5,4.0,2.5,3.5,Male,Middle,True,0.7108,0
6454,Fall 2024,MBA,Mech,South Africa,Tier1,7.9,317,6.0,91,6.5,2.7,0,2,False,1,2.0,3.0,1.5,4.0,Male,Middle,True,0.7766,1
6455,Fall 2024,MTech,DS,Japan,Tier3,7.58,290,4.5,85,7.0,3.1,2,2,False,0,3.5,3.0,2.5,2.5,Male,High,True,0.7171,0
6456,Spring 2026,MBA,Mech,Mexico,Tier2,7.0,300,5.5,98,7.0,1.0,1,1,False,0,3.5,1.5,2.5,3.0,Female,Middle,True,0.557,1
6457,Spring 2025,MBA,CS,Qatar,Tier3,7.72,316,3.5,94,7.0,0.0,0,3,False,0,4.0,4.0,2.5,1.5,Female,Middle,True,0.6321,0
6458,Spring 2026,MS,Bio,Poland,Tier3,7.84,296,4.5,89,6.0,1.5,1,0,False,0,3.0,2.5,3.0,2.5,Male,Low,True,0.7076,1
6459,Fall 2025,MTech,CS,South Africa,Tier2,7.26,281,5.0,85,6.5,2.0,1,3,True,3,4.5,2.0,4.5,1.0,Male,Middle,True,0.5725,1
6460,Fall 2025,MBA,DS,Canada,Tier1,8.41,290,5.5,96,7.5,0.0,2,3,False,0,4.5,4.0,3.5,4.5,Female,Middle,False,0.7727,0
6461,Spring 2025,MS,Mech,United Arab Emirates,Tier3,8.76,322,5.5,112,,1.3,0,5,False,0,4.5,2.5,3.5,4.5,Male,Low,True,0.7744,1
6462,Fall 2024,MTech,Econ,Philippines,Tier2,8.47,303,4.0,97,,0.7,0,3,False,0,2.5,3.5,2.0,3.0,Female,Middle,True,0.6792,1
6463,Fall 2025,MS,Bio,United Kingdom,Tier3,7.35,297,5.0,78,6.5,0.6,1,4,False,1,3.0,4.0,2.0,3.5,Female,High,False,0.5628,1
6464,Spring 2026,MBA,CS,Ghana,Tier2,8.28,304,3.0,95,,0.3,0,1,False,0,2.0,2.5,3.5,4.0,Male,High,False,0.6973,1
6465,Spring 2025,MS,ECE,Indonesia,Tier1,7.67,291,5.5,100,,2.8,1,2,False,0,5.0,3.5,2.0,2.5,Male,High,False,0.7592,1
6466,Fall 2024,MTech,DS,Sri Lanka,Tier3,6.49,272,3.0,101,,0.0,0,2,False,0,3.5,3.5,3.5,2.5,Female,Low,True,0.6016,1
6467,Spring 2025,MS,Mech,Singapore,Tier1,8.21,295,5.0,101,6.5,2.8,1,5,False,1,4.0,3.5,4.5,4.0,Non-binary,Middle,True,0.7999,1
6468,Spring 2025,MBA,CS,Netherlands,Tier2,7.73,294,5.0,96,7.5,3.5,3,1,False,0,4.0,3.0,2.0,3.0,Male,High,True,0.7376,0
6469,Fall 2025,MBA,Econ,Indonesia,Tier3,9.93,331,5.5,120,,4.0,4,4,False,0,3.0,3.5,2.0,2.5,Female,Middle,False,0.9058,0
6470,Fall 2024,PhD,Finance,Argentina,Tier2,8.91,321,6.0,83,6.5,2.2,2,3,True,1,3.5,3.5,2.5,4.5,Male,Middle,False,0.7981,1
6471,Spring 2025,PhD,Finance,United Arab Emirates,Tier1,8.24,310,5.0,114,,4.0,1,5,False,0,3.5,3.0,3.5,3.0,Female,Middle,True,0.8303,0
6472,Spring 2025,MS,Mech,South Korea,Tier3,7.82,291,3.0,101,6.5,1.2,1,5,False,1,3.5,3.0,3.5,3.5,Female,Low,True,0.6705,0
6473,Spring 2026,MTech,CS,Japan,Tier2,7.75,311,4.5,120,,1.7,1,0,False,0,3.0,4.5,3.0,3.5,Male,Low,False,0.8437,1
6474,Spring 2026,MS,Finance,United States,Tier2,6.7,280,2.0,76,,3.2,3,3,False,0,3.0,2.5,3.5,3.5,Male,High,False,0.5558,0
6475,Spring 2025,MTech,Civil,Malaysia,Tier2,6.03,285,3.5,112,6.5,2.0,1,6,False,2,3.5,3.0,3.5,2.5,Female,Low,True,0.5434,0
6476,Fall 2025,MS,CS,India,Tier2,6.81,286,3.5,113,6.0,0.6,2,0,False,0,3.0,4.0,2.0,2.0,Female,Middle,True,0.6618,1
6477,Spring 2026,MBA,DS,Indonesia,Tier1,7.56,297,4.5,93,8.0,0.0,1,2,False,0,3.5,1.5,4.5,4.5,Non-binary,Middle,False,0.5471,1
6478,Spring 2025,MTech,CS,Thailand,Tier2,5.71,260,3.0,81,,3.1,2,1,False,0,1.5,4.0,3.5,3.0,Male,Middle,True,0.4588,1
6479,Fall 2024,MTech,Mech,Poland,Tier2,7.11,295,3.0,120,,2.0,3,3,False,1,3.5,3.5,4.0,4.5,Male,Middle,True,0.7715,1
6480,Fall 2024,MTech,CS,Saudi Arabia,Tier1,7.38,294,4.5,85,,1.8,2,4,True,2,5.0,3.5,4.5,3.5,Male,Low,True,0.7978,1
6481,Spring 2025,MS,ECE,Ukraine,Tier3,7.41,302,5.0,108,7.0,2.7,1,3,False,0,4.5,4.0,3.0,3.0,Male,Middle,True,0.7224,0
6482,Fall 2024,MTech,DS,Brazil,Tier2,7.0,303,4.0,113,6.5,0.1,2,7,False,0,5.0,2.5,3.0,4.0,Male,High,False,0.7635,1
6483,Fall 2024,MBA,DS,France,Tier2,7.29,285,6.0,92,7.0,2.5,0,4,False,0,3.5,4.0,1.0,3.0,Male,Low,True,0.5182,0
6484,Spring 2026,MS,CS,Kenya,Tier3,9.15,331,4.0,96,7.0,1.7,0,0,True,1,4.5,3.0,3.5,5.0,Female,High,False,0.8274,1
6485,Fall 2024,MTech,Civil,Philippines,Tier2,8.2,314,4.5,118,8.0,0.0,0,5,True,3,5.0,3.5,3.5,2.5,Male,Middle,False,0.8935,1
6486,Fall 2024,PhD,Econ,Egypt,Tier1,7.1,293,4.0,91,,1.0,0,1,False,0,4.0,3.5,3.5,4.0,Male,Middle,True,0.6368,0
6487,Fall 2025,MS,CS,United Kingdom,Tier1,7.54,292,3.5,88,,4.0,1,3,False,0,3.5,3.5,3.0,2.5,Male,Middle,True,0.7647,1
6488,Fall 2024,MBA,CS,Chile,Tier3,7.57,293,5.0,62,9.0,0.8,1,4,True,2,2.0,3.5,3.0,4.0,Male,Middle,False,0.6136,0
6489,Spring 2026,MS,Mech,Japan,Tier2,6.91,279,3.0,106,5.5,2.2,2,3,True,0,3.0,2.0,4.0,2.5,Female,Middle,True,0.5877,1
6490,Fall 2024,MTech,CS,Chile,Tier3,6.91,279,2.0,88,7.0,3.2,1,1,False,1,5.0,2.5,3.5,2.5,Male,Middle,True,0.5332,1
6491,Spring 2025,MS,DS,Bangladesh,Tier2,8.51,305,4.0,105,7.0,0.9,0,3,False,0,3.0,2.5,3.5,3.5,Female,Low,False,0.7514,0
6492,Spring 2025,MTech,DS,Ghana,Tier2,7.22,290,3.5,92,,5.4,1,4,False,0,3.5,3.5,2.0,3.0,Male,Middle,False,0.6593,0
6493,Fall 2025,MS,Mech,Norway,Tier1,6.61,272,5.0,108,,3.4,1,6,False,2,3.5,4.5,3.0,2.0,Female,Middle,True,0.6155,1
6494,Fall 2024,MS,CS,United Kingdom,Tier3,7.56,301,3.0,112,,1.0,3,6,True,0,3.0,4.5,4.5,4.0,Male,Low,True,0.7936,1
6495,Spring 2025,MBA,ECE,France,Tier3,7.71,300,4.5,83,,2.0,1,1,False,1,3.5,2.5,4.0,4.0,Female,Middle,False,0.7566,1
6496,Fall 2024,MS,DS,United Kingdom,Tier2,5.82,267,4.0,86,7.0,0.0,1,3,False,0,3.0,3.5,3.0,3.0,Female,Middle,False,0.386,0
6497,Fall 2024,MS,Econ,Norway,Tier1,7.56,294,4.5,101,,2.5,1,3,False,0,4.0,2.5,3.0,3.5,Female,Middle,False,0.7382,1
6498,Spring 2026,MS,Mech,United Arab Emirates,Tier2,8.38,312,5.0,113,7.0,6.0,0,2,False,1,2.5,4.0,2.0,3.0,Male,Middle,False,0.8071,1
6499,Spring 2026,MBA,Civil,Argentina,Tier2,8.01,302,4.0,97,,2.0,3,5,False,0,3.5,4.0,3.0,3.5,Male,Low,False,0.7489,0
6500,Spring 2025,MS,ECE,Pakistan,Tier3,9.61,340,4.5,102,7.0,0.9,0,4,False,0,4.0,3.0,4.0,4.0,Male,Middle,False,0.8883,1
6501,Fall 2024,MS,CS,China,Tier3,8.73,313,4.5,100,6.5,2.5,1,4,False,0,3.0,4.0,1.0,2.5,Female,Middle,False,0.836,1
6502,Spring 2025,MTech,ECE,China,Tier3,8.9,324,4.0,87,6.5,0.0,0,3,False,0,2.0,2.5,2.5,4.0,Male,Low,True,0.7396,1
6503,Spring 2026,MS,Econ,South Korea,Tier2,10.0,327,3.0,92,7.0,4.0,0,2,True,2,3.5,2.0,3.5,4.5,Female,Middle,False,0.8818,1
6504,Spring 2026,MS,DS,Indonesia,Tier3,8.28,317,3.5,94,6.5,1.5,1,0,False,0,4.0,3.5,2.0,4.0,Male,Middle,False,0.7989,0
6505,Spring 2025,MTech,CS,Kenya,Tier2,7.75,294,4.0,106,7.5,0.5,0,0,False,1,4.0,2.5,2.0,4.5,Female,Middle,False,0.6989,1
6506,Fall 2025,MS,Bio,United States,Tier1,8.48,304,3.5,117,,0.7,0,2,False,0,2.0,4.5,2.0,3.0,Female,Middle,False,0.8468,1
6507,Spring 2026,MBA,CS,Ukraine,Tier2,7.1,277,3.5,82,8.0,2.5,1,3,False,0,3.5,3.0,3.5,2.0,Male,Low,False,0.6189,1
6508,Fall 2024,MS,Mech,United States,Tier1,7.7,287,4.0,102,,3.3,1,1,False,1,3.5,2.5,4.0,2.0,Female,Middle,True,0.7467,1
6509,Spring 2026,MTech,ECE,Singapore,Tier2,7.02,282,3.5,96,8.0,1.7,1,0,False,0,4.5,3.0,3.0,1.5,Non-binary,Middle,True,0.5489,0
6510,Spring 2025,MBA,Econ,Italy,Tier2,7.96,319,5.0,91,,3.0,1,1,True,2,4.5,4.5,2.5,1.5,Male,Middle,False,0.857,1
6511,Fall 2025,MBA,Bio,United Arab Emirates,Tier1,7.01,280,4.5,81,6.5,2.6,1,1,False,0,2.0,3.5,1.0,3.0,Female,Low,False,0.6257,0
6512,Spring 2025,MS,DS,Pakistan,Tier2,6.98,264,2.0,94,7.5,0.0,0,5,False,0,3.5,4.0,3.0,4.0,Female,Middle,False,0.4582,0
6513,Fall 2024,MS,CS,Singapore,Tier2,7.97,308,3.0,89,,3.1,2,4,True,3,5.0,2.5,3.0,3.0,Male,Low,False,0.7981,1
6514,Fall 2025,MTech,CS,Brazil,Tier1,7.48,284,2.0,98,7.0,2.5,0,6,False,0,2.5,4.0,3.5,1.5,Male,Middle,False,0.6158,0
6515,Fall 2024,MBA,DS,Ukraine,Tier3,5.87,275,3.5,80,,1.5,2,2,False,0,2.5,3.5,3.5,3.5,Female,Middle,False,0.4164,0
6516,Fall 2024,MTech,Civil,United Arab Emirates,Tier2,6.29,270,3.5,79,,3.8,0,1,False,0,2.5,3.0,4.0,3.5,Female,Low,False,0.4266,1
6517,Fall 2025,MS,DS,China,Tier3,6.57,276,4.0,106,,1.7,0,2,False,0,3.5,2.5,1.5,2.5,Female,Middle,False,0.5963,1
6518,Fall 2024,MS,Mech,Vietnam,Tier2,6.81,295,4.5,97,7.0,2.9,0,3,True,3,5.0,3.0,4.0,3.5,Male,Middle,True,0.6661,1
6519,Spring 2025,MS,DS,Bangladesh,Tier3,7.97,310,4.0,98,5.0,0.0,0,2,False,0,4.0,4.5,3.5,4.0,Male,Middle,False,0.8245,1
6520,Fall 2025,PhD,CS,Turkey,Tier3,7.8,288,3.5,88,8.0,4.1,0,4,False,0,2.0,3.5,3.5,4.0,Male,Low,False,0.6581,1
6521,Fall 2025,MS,Mech,Germany,Tier3,8.56,303,4.0,104,,4.4,0,1,False,1,3.5,4.5,2.5,3.5,Male,Low,False,0.8192,1
6522,Spring 2026,MS,Mech,Saudi Arabia,Tier2,8.28,292,3.5,92,7.5,0.0,4,3,False,0,4.0,3.0,2.0,2.5,Male,Middle,False,0.8004,1
6523,Fall 2024,MBA,CS,Chile,Tier1,8.56,340,3.0,108,,0.0,1,5,False,0,4.0,3.0,2.0,2.0,Female,High,False,0.8624,1
6524,Spring 2025,MS,Finance,Japan,Tier3,8.15,298,5.0,89,7.5,2.1,2,3,False,0,3.0,3.5,4.0,2.0,Male,Middle,False,0.775,1
6525,Spring 2025,MTech,CS,Mexico,Tier2,7.79,312,4.5,83,7.5,4.6,1,5,True,1,2.0,5.0,3.0,4.0,Male,Middle,False,0.768,1
6526,Spring 2026,MS,DS,United Kingdom,Tier2,8.59,310,5.5,87,8.0,3.7,1,8,False,1,3.5,3.0,3.0,3.5,Female,Middle,False,0.7885,1
6527,Spring 2026,MTech,CS,Kenya,Tier1,8.43,301,3.0,100,7.5,1.8,1,6,True,1,4.0,3.5,2.5,3.5,Non-binary,Low,False,0.7721,1
6528,Spring 2025,MS,CS,Norway,Tier2,7.94,304,2.5,84,,1.9,0,4,False,0,4.0,4.0,4.5,4.0,Female,Middle,False,0.8144,0
6529,Spring 2026,MBA,Civil,Chile,Tier1,8.74,314,3.5,118,7.5,0.4,0,4,True,2,3.5,2.5,3.0,4.5,Female,Middle,True,0.8387,1
6530,Fall 2024,MS,Mech,India,Tier1,5.5,268,4.0,75,6.5,2.9,1,4,False,1,3.0,4.5,3.0,2.5,Male,Middle,False,0.4446,1
6531,Spring 2026,MS,DS,Sri Lanka,Tier2,7.34,301,4.5,93,,0.1,1,3,False,1,4.5,1.5,3.5,4.0,Male,Low,True,0.6717,1
6532,Fall 2024,MTech,DS,Argentina,Tier2,7.32,287,4.0,108,,4.2,1,8,False,0,3.0,3.0,3.0,2.5,Female,Middle,False,0.729,1
6533,Spring 2026,MS,ECE,Ghana,Tier2,8.64,301,4.5,99,7.5,2.5,1,3,True,0,4.0,3.5,3.5,2.0,Female,Low,False,0.8447,1
6534,Spring 2026,MS,Bio,Saudi Arabia,Tier2,9.01,311,5.0,92,,0.0,0,6,False,0,3.5,3.5,4.0,3.0,Male,Low,False,0.8254,1
6535,Spring 2025,MBA,Econ,Malaysia,Tier2,6.29,260,3.5,105,,2.4,2,2,False,0,3.5,3.0,3.0,4.0,Female,Middle,False,0.5535,0
6536,Spring 2025,MBA,CS,Argentina,Tier3,8.87,317,5.0,86,,1.8,1,5,False,0,2.0,2.0,2.5,4.5,Female,Low,True,0.7544,1
6537,Fall 2025,MS,ECE,Vietnam,Tier1,6.55,278,5.5,89,8.0,0.0,2,1,False,0,4.0,3.0,2.5,3.5,Female,Middle,True,0.5127,0
6538,Fall 2024,MS,Finance,Chile,Tier2,6.57,268,3.0,72,7.5,1.0,0,3,False,0,4.0,2.0,4.0,2.0,Male,High,False,0.5482,0
6539,Fall 2025,MS,Econ,South Africa,Tier3,7.39,281,4.0,104,,3.2,0,3,False,0,2.5,3.5,2.0,3.5,Female,Middle,False,0.6037,0
6540,Spring 2025,MS,ECE,Ghana,Tier1,7.31,292,2.5,101,7.5,2.6,1,0,False,0,3.0,3.0,3.0,4.0,Female,Middle,True,0.6782,0
6541,Fall 2024,MS,Mech,Philippines,Tier3,6.2,266,3.0,98,,1.9,3,2,False,0,1.5,4.0,3.0,3.0,Female,Middle,False,0.3898,0
6542,Fall 2024,MS,ECE,Malaysia,Tier2,8.18,306,4.5,97,,1.5,2,6,True,0,3.5,3.5,1.5,4.5,Male,Middle,False,0.7959,1
6543,Fall 2024,MS,DS,Indonesia,Tier3,8.21,305,2.5,96,8.0,0.0,0,1,False,1,2.5,3.0,4.0,3.5,Male,Middle,False,0.7501,1
6544,Spring 2025,MTech,CS,Australia,Tier3,8.55,317,3.5,98,7.0,1.4,2,2,True,0,4.0,2.5,2.5,4.5,Male,Low,True,0.8609,1
6545,Fall 2024,MS,DS,Saudi Arabia,Tier1,7.21,285,5.0,97,7.0,2.5,0,5,False,0,3.0,4.0,3.0,3.5,Male,Middle,True,0.7334,1
6546,Spring 2025,MS,DS,Brazil,Tier3,7.56,292,4.0,96,,1.2,2,4,False,1,2.5,3.0,4.5,3.5,Male,Middle,False,0.6366,1
6547,Fall 2025,MS,CS,Japan,Tier3,7.57,278,4.5,82,6.0,3.3,1,1,False,0,4.5,3.5,2.0,4.0,Male,Middle,False,0.6199,0
6548,Fall 2025,MTech,ECE,United States,Tier1,9.12,324,3.0,70,6.5,0.0,1,3,False,1,3.5,3.5,4.5,4.0,Male,Low,False,0.8276,1
6549,Fall 2025,MBA,Mech,Bangladesh,Tier3,5.5,261,4.0,116,7.5,2.0,2,6,False,0,2.5,3.0,4.5,3.0,Male,Low,True,0.4197,1
6550,Spring 2025,MS,DS,South Africa,Tier3,6.74,280,5.5,85,7.5,2.2,1,3,False,0,3.5,4.0,2.5,4.5,Female,Low,True,0.5881,0
6551,Fall 2025,MS,Bio,Philippines,Tier1,7.6,317,3.5,95,7.5,3.5,0,3,False,0,5.0,2.5,1.5,4.0,Male,Low,False,0.8303,1
6552,Spring 2026,MTech,Mech,Germany,Tier1,6.62,282,3.5,107,7.5,2.8,0,1,False,0,2.0,3.5,4.0,3.5,Male,Middle,False,0.5929,1
6553,Fall 2025,MTech,Mech,Norway,Tier1,7.37,292,4.5,98,,0.5,3,2,False,0,3.5,3.0,2.5,2.5,Female,Middle,True,0.6812,0
6554,Fall 2025,MTech,Finance,Japan,Tier2,7.49,300,3.0,78,6.5,3.5,1,2,False,0,2.5,4.0,3.0,3.5,Female,Middle,True,0.6597,0
6555,Fall 2025,MBA,DS,Norway,Tier3,7.01,308,4.5,82,7.5,1.1,1,2,False,0,3.0,3.0,3.5,3.0,Female,Low,False,0.6194,1
6556,Spring 2025,PhD,Mech,United Kingdom,Tier2,7.66,301,2.5,106,,0.7,1,6,False,0,4.5,3.0,3.5,2.5,Male,Low,True,0.6552,0
6557,Fall 2024,PhD,Econ,Egypt,Tier2,8.17,285,2.0,101,7.5,1.3,1,2,False,0,2.0,3.0,3.5,3.5,Female,Low,True,0.7203,1
6558,Spring 2026,MTech,DS,Philippines,Tier2,7.39,298,4.5,89,7.0,1.9,2,2,True,1,4.0,2.5,3.5,4.0,Male,Middle,False,0.732,1
6559,Spring 2026,MBA,CS,Norway,Tier3,7.19,281,3.0,93,6.5,3.9,0,1,False,0,3.5,4.5,3.0,3.0,Female,Middle,True,0.541,0
6560,Fall 2025,PhD,CS,Indonesia,Tier2,7.45,275,3.5,93,,2.6,0,2,False,0,4.5,2.5,4.0,5.0,Non-binary,High,False,0.6271,1
6561,Spring 2026,MS,Finance,France,Tier2,7.59,314,5.0,99,8.0,3.7,2,1,False,1,4.0,4.0,2.0,2.0,Female,Low,True,0.676,1
6562,Spring 2025,MS,CS,India,Tier2,6.03,284,4.5,98,8.5,3.1,3,2,False,0,2.0,3.0,3.5,1.5,Male,Middle,False,0.5648,1
6563,Fall 2024,MTech,Finance,Norway,Tier2,8.02,296,3.0,90,6.0,3.8,2,4,False,0,3.5,2.0,1.5,2.5,Male,Middle,True,0.6981,1
6564,Spring 2026,MTech,DS,Norway,Tier2,7.19,281,4.5,102,,1.5,1,1,False,1,3.0,3.5,4.0,2.5,Female,Middle,False,0.6279,1
6565,Fall 2024,MBA,DS,Vietnam,Tier1,8.74,319,4.0,104,6.0,0.0,0,1,False,0,4.0,3.5,4.0,5.0,Male,Middle,False,0.7308,1
6566,Spring 2026,MS,Finance,Bangladesh,Tier3,8.13,298,4.5,105,,4.6,2,5,False,0,3.0,3.0,3.5,4.0,Male,Middle,False,0.7217,1
6567,Spring 2025,MBA,DS,Kenya,Tier1,8.65,315,4.0,106,,2.5,2,5,False,0,4.0,4.0,3.5,2.5,Female,Middle,False,0.8417,1
6568,Spring 2026,MS,CS,Spain,Tier2,6.69,274,2.5,101,,3.7,2,4,False,0,3.0,4.0,1.5,3.0,Female,Low,False,0.602,0
6569,Spring 2025,MS,CS,Singapore,Tier3,7.27,287,3.5,88,7.0,0.0,2,3,False,0,3.5,3.5,2.5,2.5,Male,Low,False,0.6202,1
